time,gate,car.id,population,carType,duration
1433882400,C0,20153909123913-261,11,2,85920
1433903340,C0,20151708021738-621,10,2,169200
1433952060,C0,20155805025842-634,9,1,1859280
1433955780,C0,20154407024412-194,8,2,108840
1433968320,C0,20153909123913-261,7,1,616800
1433983080,C0,20151009061043-83,6,1,334260
1434027660,C0,20153007083052-124,5,1,240180
1434032520,C0,20151106061100-410,4,2,355800
1434047040,C0,20152311102347-770,5,1,95940
1434054720,C0,20151711011732-63,6,3,973380
1434121200,C0,20152912072922-999,7,1,481260
1434126900,C0,20150409100452-47,6,1,102780
1434131940,C0,20153708073703-436,5,1,125820
1434139620,C0,20152312122312-603,6,1,970800
1434142980,C0,20152311102347-770,5,1,255120
1434150480,C0,20155412025439-711,6,2,231480
1434156660,C0,20151712051721-6,7,1,273780
1434217320,C0,20152313102357-845,8,2,344880
1434223800,C0,20155813115831-288,9,1,161220
1434240540,C0,20153313043332-986,10,1,843900
1434295620,C0,20152414072405-565,11,2,434400
1434302760,C0,20151614091646-956,12,1,213840
1434308100,C0,20153007073050-177,11,2,85920
1434309180,C0,20155514115559-607,12,1,526080
1434312720,C0,20150614120640-492,13,1,250440
1434333120,C0,20154914054916-877,14,2,61680
1434381960,C0,20155412025439-711,13,1,95940
1434385020,C0,20155813115831-288,12,3,973380
1434388260,C0,20155515095508-771,13,2,803520
1434394800,C0,20154914054916-877,12,1,481260
1434397020,C0,20152315122321-162,13,3,84420
1434409980,C0,20151315031359-879,14,2,265920
1434430440,C0,20151712051721-6,13,1,970800
1434481440,C0,20152315122321-162,12,2,231480
1434489780,C0,20154916014913-150,13,3,116100
1434493440,C0,20152116022122-905,14,1,272340
1434495360,C0,20151816031811-238,15,1,362040
1434516600,C0,20151614091646-956,14,1,273780
1434553980,C0,20153417073443-887,15,3,80880
1434562200,C0,20152313102357-845,14,2,344880
1434563160,C0,20150614120640-492,13,1,161220
1434577380,C0,20152517012540-586,14,2,583680
1434602460,C0,20152912072922-999,13,1,843900
1434605880,C0,20154916014913-150,12,2,434400
1434634860,C0,20153417073443-887,11,1,213840
1434652920,C0,20154118104113-978,12,3,81780
1434672780,C0,20155418045458-340,13,1,157920
1434673440,C0,20155418045455-317,14,2,772440
1434675900,C0,20151315031359-879,13,1,526080
1434721560,C0,20151619061642-149,14,2,115860
1434725160,C0,20153419063412-632,15,1,140460
1434726660,C0,20153619073613-656,16,2,1080900
1434730020,C0,20152414072405-565,15,1,250440
1434734100,C0,20154119094154-19,16,2,82680
1434734700,C0,20154118104113-978,15,2,61680
1434736680,C0,20154019104036-155,16,2,299040
1434760980,C0,20152519052551-298,17,1,262560
1434764100,C0,20151919051903-993,18,3,96900
1434764400,C0,20152319052357-61,19,3,349140
1434765780,C0,20152116022122-905,18,2,803520
1434810780,C0,20152120062126-798,19,2,87900
1434813660,C0,20150820070819-746,20,2,133620
1434815280,C0,20151020081012-980,21,1,537420
1434816780,C0,20154119094154-19,20,3,84420
1434830700,C0,20155418045458-340,19,2,265920
1434835020,C0,20154520014506-55,20,1,781140
1434835260,C0,20155514115559-607,19,3,116100
1434837420,C0,20151619061642-149,18,1,272340
1434840000,C0,20155720025749-383,19,1,52740
1434849900,C0,20154420054455-558,20,2,149940
1434850500,C0,20153620053622-72,21,1,161400
1434857400,C0,20151816031811-238,20,1,362040
1434861000,C0,20151919051903-993,19,3,80880
1434865620,C0,20153419063412-632,18,2,583680
1434892740,C0,20155720025749-383,17,3,81780
1434898680,C0,20152120062126-798,16,1,157920
1434907260,C0,20150621090620-651,17,2,506280
1434917640,C0,20154321124336-179,18,1,1581180
1434918420,C0,20155021125027-18,19,1,507480
1434929220,C0,20154821034852-404,20,1,789120
1434932100,C0,20153721043746-702,21,3,171480
1434947280,C0,20150820070819-746,20,2,772440
1434986340,C0,20154522074550-726,21,3,262260
1434987900,C0,20150422080420-314,22,3,114120
1434999840,C0,20154420054455-558,21,2,115860
1435005240,C0,20155822125820-486,22,1,686100
1435011900,C0,20153620053622-72,21,1,140460
1435023540,C0,20152519052551-298,20,2,1080900
1435028100,C0,20151711011732-63,19,2,82680
1435035720,C0,20154019104036-155,18,2,299040
1435076220,C0,20151823081833-359,19,1,103980
1435076580,C0,20150723090724-2,20,1,208740
1435084440,C0,20153313043332-986,19,1,262560
1435102020,C0,20150422080420-314,18,3,96900
1435103580,C0,20153721043746-702,17,3,349140
1435108020,C0,20153123053127-918,18,1,63780
1435110420,C0,20152312122312-603,17,2,87900
1435113540,C0,20152319052357-61,16,2,133620
1435156200,C0,20155524065529-638,17,3,725880
1435161060,C0,20152517012540-586,16,1,537420
1435171800,C0,20153123053127-918,15,1,781140
1435177320,C0,20154824124835-785,16,1,181140
1435179840,C0,20150224010207-397,17,2,415800
1435180200,C0,20151823081833-359,16,1,52740
1435191780,C0,20155515095508-771,15,2,149940
1435192440,C0,20151924051901-835,16,2,170760
1435194420,C0,20155624045618-21,17,1,681960
1435248600,C0,20154522074550-726,16,1,161400
1435268040,C0,20155525015513-235,17,2,345720
1435269960,C0,20153125023115-598,18,1,329040
1435271340,C0,20151625021614-449,19,1,677520
1435277400,C0,20150025040004-379,20,2,159540
1435285320,C0,20150723090724-2,19,2,506280
1435327140,C0,20154126064136-539,20,3,88440
1435329300,C0,20151726071747-488,21,1,440880
1435339200,C0,20151426091431-80,22,2,1133880
1435343400,C0,20155626105649-404,23,1,120420
1435344360,C0,20150926110958-805,24,2,285060
1435352700,C0,20151020081012-980,23,1,1581180
1435353540,C0,20154926014915-775,24,2,592920
1435356360,C0,20153626023632-111,25,1,233880
1435357200,C0,20154426024411-840,26,2,277800
1435358460,C0,20154824124835-785,25,1,507480
1435363020,C0,20155026035048-916,26,1,63060
1435363200,C0,20151924051901-835,25,1,789120
1435413120,C0,20151127061106-88,26,3,94500
1435413540,C0,20150621090620-651,25,3,171480
1435415580,C0,20154126064136-539,24,3,262260
1435425900,C0,20155021125027-18,23,3,114120
1435426080,C0,20155026035048-916,22,1,686100
1435427580,C0,20151927101928-443,23,1,246660
1435436940,C0,20150025040004-379,22,1,103980
1435442820,C0,20150827020823-652,23,2,228120
1435445880,C0,20155418045455-317,22,1,208740
1435449300,C0,20151927041904-297,23,3,309480
1435463820,C0,20155626105649-404,22,1,63780
1435507620,C0,20151127061106-88,21,3,725880
1435510500,C0,20154328084349-846,22,1,473460
1435521960,C0,20155228125210-442,23,3,104520
1435525740,C0,20151028011029-820,24,3,82680
1435544040,C0,20150507060531-534,23,1,181140
1435587240,C0,20150929060957-709,24,1,101220
1435590240,C0,20153626023632-111,23,2,415800
1435593000,C0,20153529083516-535,24,1,85140
1435595640,C0,20150224010207-397,23,2,170760
1435596240,C0,20150129090159-131,24,2,85800
1435597020,C0,20152529092504-987,25,2,246000
1435599000,C0,20153125023115-598,24,1,681960
1435608420,C0,20151028011029-820,23,2,345720
1435613760,C0,20155525015513-235,22,1,329040
1435616160,C0,20154520014506-55,21,1,677520
1435616940,C0,20152929022956-198,22,1,193380
1435618740,C0,20152729032750-703,23,2,61500
1435622520,C0,20152729042736-714,24,2,436140
1435626480,C0,20155228125210-442,23,2,159540
1435626960,C0,20155929045944-214,24,1,330720
1435629420,C0,20150926110958-805,23,3,88440
1435635000,C0,20154426024411-840,22,1,440880
1435670940,C0,20150827020823-652,21,2,1133880
1435673040,C0,20152730062723-66,22,2,86520
1435673400,C0,20152730062720-372,23,1,97800
1435674240,C0,20151927101928-443,22,1,120420
1435678140,C0,20153529083516-535,21,2,285060
1435678560,C0,20153130073133-253,22,3,621480
1435680240,C0,20152729032750-703,21,2,592920
1435680300,C0,20153130083112-439,22,2,378180
1435682040,C0,20150129090159-131,21,1,233880
1435688460,C0,20150929060957-709,20,2,277800
1435688580,C0,20154830104827-205,21,1,176820
1435691340,C0,20155822125820-486,20,1,63060
1435694460,C0,20154730124723-254,21,3,330060
1435696980,C0,20153830123835-677,22,1,117780
1435699380,C0,20155030015058-336,23,1,286920
1435700880,C0,20153730013733-766,24,3,64980
1435710480,C0,20151330051300-634,25,1,256140
1435718340,C0,20154821034852-404,24,3,94500
1435758780,C0,20151927041904-297,23,1,246660
1435759560,C0,20152730062723-66,22,2,228120
1435765560,C0,20153101083156-266,23,2,131040
1435765860,C0,20153730013733-766,22,3,309480
1435767300,C0,20151101081129-848,23,1,783840
1435770180,C0,20151726071747-488,22,1,473460
1435771200,C0,20152730062720-372,21,3,104520
1435786800,C0,20155901015947-373,22,2,285480
1435795320,C0,20155201035224-590,23,1,497280
1435807560,C0,20153619073613-656,22,3,82680
1435810320,C0,20152929022956-198,21,1,101220
1435814760,C0,20153830123835-677,20,1,85140
1435843020,C0,20152529092504-987,19,2,85800
1435844040,C0,20151802061810-813,20,1,97380
1435859040,C0,20151002101014-792,21,3,190080
1435865400,C0,20154830104827-205,20,2,246000
1435871280,C0,20155002125000-291,21,1,145380
1435871400,C0,20152902012912-255,22,3,263700
1435874400,C0,20152902022959-436,23,1,1195500
1435875960,C0,20152202022209-169,24,1,674940
1435876380,C0,20155624045618-21,23,1,193380
1435882080,C0,20155524065529-638,22,2,61500
1435896600,C0,20153101083156-266,21,2,436140
1435940100,C0,20150003080058-668,22,3,520500
1435941420,C0,20151802061810-813,21,1,330720
1435941780,C0,20150603090639-155,22,3,294540
1435944180,C0,20150903090936-932,23,1,175380
1435946460,C0,20154926014915-775,22,2,86520
1435947120,C0,20151403101408-211,23,1,589200
1435948860,C0,20151625021614-449,22,1,97800
1435957680,C0,20155929045944-214,21,3,621480
1435961100,C0,20155603015621-472,22,2,62940
1435966620,C0,20151330051300-634,21,2,378180
1435966980,C0,20150503040507-176,22,1,308280
1435968240,C0,20155003045027-887,23,1,399240
1435969320,C0,20151503041535-262,24,3,326220
1435975620,C0,20155303055334-250,25,2,168060
1435983960,C0,20154328084349-846,24,1,176820
1435986300,C0,20155030015058-336,23,3,330060
1436016300,C0,20151004061009-733,24,2,622320
1436016660,C0,20155002125000-291,23,1,117780
1436023260,C0,20150304070342-20,24,2,445020
1436023320,C0,20152104072145-815,25,1,131880
1436024040,C0,20155603015621-472,24,1,286920
1436024520,C0,20154730124723-254,23,3,64980
1436030820,C0,20155304095308-767,24,1,370560
1436040660,C0,20153404123427-942,25,1,765900
1436045520,C0,20151404021437-954,26,3,235800
1436049120,C0,20151002101014-792,25,1,256140
1436049120,C0,20151504021557-531,26,2,169140
1436058480,C0,20153130083112-439,25,2,131040
1436058480,C0,20153204053251-894,26,2,189180
1436058660,C0,20152729042736-714,25,1,783840
1436061120,C0,20153604053608-723,26,2,401340
1436072280,C0,20155901015947-373,25,2,285480
1436111220,C0,20153205083252-86,26,1,202740
1436113440,C0,20154905084932-890,27,3,771720
1436115180,C0,20153505093535-456,28,2,124200
1436115720,C0,20150105090139-623,29,1,614100
1436116740,C0,20150405100402-510,30,1,734520
1436118720,C0,20154305094304-138,31,1,706080
1436119560,C0,20150903090936-932,30,1,497280
1436135100,C0,20152902012912-255,29,1,97380
1436135820,C0,20152205022233-507,30,2,264840
1436143680,C0,20155303055334-250,29,3,190080
1436155200,C0,20152104072145-815,28,1,145380
1436198700,C0,20153406083403-509,29,2,205320
1436218260,C0,20151504021557-531,28,3,263700
1436223300,C0,20152206032259-605,29,2,249840
1436223780,C0,20155206025224-627,30,2,245580
1436226300,C0,20151106041146-807,31,1,84120
1436236320,C0,20150603090639-155,30,1,1195500
1436239380,C0,20153505093535-456,29,1,674940
1436247660,C0,20153204053251-894,28,3,520500
1436275260,C0,20150503040507-176,27,3,294540
1436281320,C0,20151404021437-954,26,1,175380
1436281980,C0,20150907070922-234,27,1,563940
1436288880,C0,20155307085318-512,28,3,88320
1436292600,C0,20155201035224-590,27,1,589200
1436295540,C0,20151503041535-262,26,2,62940
1436300040,C0,20153130073133-253,25,1,308280
1436310420,C0,20151106041146-807,24,1,399240
1436313960,C0,20153205083252-86,23,3,326220
1436319240,C0,20152907052915-532,24,2,128400
1436367480,C0,20155003045027-887,23,2,168060
1436371980,C0,20153508083547-956,24,1,264720
1436377200,C0,20155307085318-512,23,2,622320
1436377680,C0,20155008095000-690,24,2,256860
1436380800,C0,20152608112631-387,25,3,195300
1436396220,C0,20155708025703-505,26,3,313740
1436397780,C0,20152208032247-227,27,1,242940
1436397840,C0,20152408032428-524,28,1,94140
1436400660,C0,20152205022233-507,27,2,445020
1436401380,C0,20155304095308-767,26,1,131880
1436404020,C0,20153406083403-509,25,1,370560
1436447640,C0,20152907052915-532,24,1,765900
1436455800,C0,20155809075828-607,25,1,544680
1436460600,C0,20150003080058-668,24,3,235800
1436462460,C0,20153604053608-723,23,2,169140
1436468280,C0,20150304070342-20,22,2,189180
1436469360,C0,20155206025224-627,21,2,401340
1436470140,C0,20155309115300-960,22,1,73140
1436473080,C0,20151426091431-80,21,1,202740
1436473140,C0,20152206032259-605,20,3,771720
1436491980,C0,20152408032428-524,19,2,124200
1436498820,C0,20154321124336-179,18,1,614100
1436536320,C0,20151403101408-211,17,1,734520
1436543280,C0,20155309115300-960,16,1,706080
1436546100,C0,20150110090142-745,17,2,174300
1436550900,C0,20152202022209-169,16,2,264840
1436551140,C0,20151101081129-848,15,2,205320
1436551440,C0,20153410103418-726,16,2,178260
1436576100,C0,20152608112631-387,15,2,249840
1436624580,C0,20154711064739-979,16,1,209820
1436625420,C0,20150011070002-311,17,3,485580
1436629260,C0,20152411082436-105,18,3,340920
1436634540,C0,20155008095000-690,17,2,245580
1436636700,C0,20153508083547-956,16,1,84120
1436638620,C0,20151004061009-733,15,1,563940
1436640720,C0,20152208032247-227,14,3,88320
1436655600,C0,20150111030116-821,15,1,191220
1436657220,C0,20151111041119-158,16,1,86280
1436658000,C0,20154111034148-335,17,1,270120
1436661300,C0,20153611043604-222,18,2,219840
1436709960,C0,20155708025703-505,17,2,128400
1436720400,C0,20150110090142-745,16,1,264720
1436721840,C0,20151412091419-116,17,1,518220
1436725680,C0,20155112105111-296,18,3,176880
1436729700,C0,20153410103418-726,17,2,256860
1436729820,C0,20150105090139-623,16,3,195300
1436731920,C0,20155812125816-703,17,3,121140
1436733960,C0,20152812122818-384,18,3,610320
1436735400,C0,20155712125720-473,19,1,699480
1436741220,C0,20154612024622-150,20,1,693360
1436743500,C0,20151111041119-158,19,3,313740
1436743680,C0,20152012032040-682,20,2,584700
1436804760,C0,20151413081417-823,21,1,93480
1436806560,C0,20153404123427-942,20,1,242940
1436808840,C0,20152513092550-113,21,1,179640
1436811120,C0,20155713105709-55,22,2,85740
1436824800,C0,20154305094304-138,21,1,94140
1436824920,C0,20152613022643-189,22,1,84660
1436834400,C0,20154711064739-979,21,1,544680
1436834820,C0,20153013053056-41,22,1,49620
1436845920,C0,20150907070922-234,21,1,73140
1436846820,C0,20150111030116-821,20,2,174300
1436851260,C0,20150405100402-510,19,2,178260
1436853060,C0,20155812125816-703,18,1,209820
1436881140,C0,20153611043604-222,17,3,485580
1436884440,C0,20153013053056-41,16,3,340920
1436884800,C0,20154214064232-812,17,2,260160
1436885160,C0,20154905084932-890,16,1,191220
1436885520,C0,20153514073546-814,17,3,84540
1436896860,C0,20155713105709-55,16,1,86280
1436898240,C0,20151413081417-823,15,1,270120
1436898600,C0,20154914104905-829,16,3,382080
1436902500,C0,20152914112948-207,17,1,671220
1436902560,C0,20155112105111-296,16,2,219840
1436909580,C0,20152613022643-189,15,1,518220
1436910900,C0,20153914023918-636,16,1,256080
1436925120,C0,20155114055130-358,17,1,1468440
1436928120,C0,20154111034148-335,16,3,176880
1436970060,C0,20153514073546-814,15,3,121140
1436970180,C0,20152411082436-105,14,3,610320
1436979840,C0,20153415093431-204,15,2,108960
1436981700,C0,20152215092206-481,16,1,893940
1436986740,C0,20152515112517-831,17,1,269940
1436988480,C0,20152513092550-113,16,1,699480
1437000480,C0,20155809075828-607,15,1,693360
1437005580,C0,20155715045720-815,16,2,437280
1437005940,C0,20150115050115-511,17,2,408180
1437010560,C0,20155915055956-404,18,3,145560
1437069900,C0,20152902022959-436,17,2,584700
1437088800,C0,20153415093431-204,16,1,93480
1437090120,C0,20154116034139-452,17,1,91020
1437111000,C0,20150011070002-311,16,1,179640
1437141900,C0,20152817062846-890,17,2,226260
1437144960,C0,20154214064232-812,16,2,85740
1437145140,C0,20155417065414-463,17,1,173460
1437146760,C0,20152517072551-546,18,1,96420
1437147660,C0,20155117065115-489,19,3,179100
1437148320,C0,20153317083347-992,20,1,800340
1437149520,C0,20155517085542-741,21,3,208500
1437156120,C0,20155915055956-404,20,1,84660
1437156540,C0,20153017103047-976,21,1,427800
1437162900,C0,20151717121704-659,22,3,181800
1437165540,C0,20150517010500-796,23,2,150900
1437166980,C0,20153914023918-636,22,1,49620
1437181140,C0,20154116034139-452,21,2,260160
1437227460,C0,20151518061551-586,22,2,993180
1437235140,C0,20152118082127-664,23,2,273660
1437240060,C0,20151412091419-116,22,3,84540
1437241020,C0,20152018102004-940,23,1,72960
1437243180,C0,20152517072551-546,22,3,382080
1437250200,C0,20150218120246-220,23,1,279120
1437254820,C0,20151518011531-224,24,1,1220460
1437255120,C0,20152818012813-881,25,1,409620
1437256680,C0,20152515112517-831,24,1,671220
1437263700,C0,20152518042537-745,25,2,102840
1437280680,C0,20154914104905-829,24,1,256080
1437313440,C0,20152819062830-519,25,2,472080
1437313980,C0,20152018102004-940,24,1,1468440
1437316440,C0,20150517010500-796,23,2,108960
1437318600,C0,20155417065414-463,22,1,893940
1437326400,C0,20151119091154-119,23,3,1068900
1437326760,C0,20155117065115-489,22,1,269940
1437328380,C0,20152012032040-682,21,2,437280
1437328860,C0,20155519095518-431,22,3,294780
1437329520,C0,20153519103528-888,23,2,124800
1437342000,C0,20150319020304-688,24,1,112320
1437344280,C0,20152812122818-384,23,2,408180
1437344700,C0,20151717121704-659,22,3,145560
1437354660,C0,20153719053715-589,23,3,83280
1437358020,C0,20155517085542-741,22,1,91020
1437366540,C0,20152518042537-745,21,2,226260
1437368160,C0,20152817062846-890,20,1,173460
1437407040,C0,20153320073331-255,21,1,366780
1437409380,C0,20150820090811-228,22,2,133380
1437414120,C0,20150115050115-511,21,1,96420
1437416040,C0,20150720100717-213,22,1,607260
1437434580,C0,20154612024622-150,21,3,179100
1437434880,C0,20155712125720-473,20,1,800340
1437437940,C0,20153719053715-589,19,3,208500
1437442860,C0,20155715045720-815,18,1,427800
1437454320,C0,20153519103528-888,17,3,181800
1437454320,C0,20150319020304-688,16,2,150900
1437498000,C0,20154121094145-294,17,1,691740
1437501300,C0,20152221102210-862,18,1,125820
1437508800,C0,20152118082127-664,17,2,993180
1437515820,C0,20151921021945-394,18,3,169620
1437526380,C0,20151921051948-603,19,3,81480
1437529320,C0,20150218120246-220,18,2,273660
1437542760,C0,20150820090811-228,17,1,72960
1437573720,C0,20152914112948-207,16,1,279120
1437579060,C0,20152922072959-445,17,3,212100
1437582480,C0,20155722085740-393,18,1,257880
1437582660,C0,20154922084949-200,19,3,106860
1437583560,C0,20151522091559-339,20,1,207480
1437584100,C0,20151722091759-375,21,2,78600
1437584340,C0,20153017103047-976,20,1,1220460
1437586440,C0,20152322092332-533,21,3,74940
1437591120,C0,20153722113733-394,22,1,85560
1437602760,C0,20153722023710-935,23,2,440520
1437607860,C0,20151921051948-603,22,1,409620
1437609480,C0,20150022040009-518,23,1,522240
1437614940,C0,20155522055527-809,24,1,84060
1437623640,C0,20155519095518-431,23,2,102840
1437627120,C0,20152221102210-862,22,2,472080
1437661140,C0,20154323064305-880,23,1,139920
1437661380,C0,20152322092332-533,22,3,1068900
1437661740,C0,20153123063158-685,23,1,101940
1437662700,C0,20151722091759-375,22,3,294780
1437663420,C0,20151623071615-935,23,2,270120
1437663720,C0,20152423072412-875,24,1,373080
1437664740,C0,20152818012813-881,23,2,124800
1437667560,C0,20155323075349-302,24,2,133740
1437671580,C0,20150223090243-726,25,3,90960
1437676680,C0,20153722113733-394,24,1,112320
1437685440,C0,20151921021945-394,23,3,83280
1437685800,C0,20150923010916-544,24,3,88740
1437689520,C0,20154922084949-200,23,1,366780
1437690660,C0,20151823021857-278,24,3,271020
1437696360,C0,20155723035703-81,25,1,951180
1437699000,C0,20155522055527-809,24,2,133380
1437700740,C0,20150923050915-668,25,1,64320
1437762540,C0,20150223090243-726,24,1,607260
1437763680,C0,20153123063158-685,23,1,691740
1437765060,C0,20150923050915-668,22,1,125820
1437766680,C0,20152724112733-858,23,1,602580
1437767160,C0,20152924112938-506,24,3,466020
1437773820,C0,20153320073331-255,23,3,169620
1437774540,C0,20150923010916-544,22,3,81480
1437780720,C0,20151824041829-872,23,1,611580
1437783840,C0,20155024045011-587,24,3,1211280
1437785520,C0,20152819062830-519,23,3,212100
1437791040,C0,20151522091559-339,22,1,257880
1437791160,C0,20152922072959-445,21,3,106860
1437801060,C0,20154323064305-880,20,1,207480
1437801300,C0,20155323075349-302,19,2,78600
1437837300,C0,20150925070901-487,20,2,211200
1437838680,C0,20155825075830-372,21,3,289260
1437840360,C0,20155722085740-393,20,3,74940
1437841980,C0,20152225082250-866,21,2,652380
1437852300,C0,20155525115532-571,22,1,431520
1437853740,C0,20154325114323-182,23,1,156480
1437861300,C0,20155625015640-270,24,2,153180
1437867180,C0,20155925035953-311,25,2,500520
1437869220,C0,20155325045321-836,26,1,327120
1437873000,C0,20150525050525-344,27,3,310560
1437875640,C0,20152215092206-481,26,1,85560
1437916860,C0,20150526060526-540,27,2,480420
1437933540,C0,20151623071615-935,26,2,440520
1437948660,C0,20153317083347-992,25,1,522240
1437954120,C0,20154326034342-937,26,2,99960
1437961680,C0,20151823021857-278,25,1,84060
1438005420,C0,20152027062003-395,26,2,275880
1438007460,C0,20155427065441-961,27,1,201720
1438010220,C0,20154325114323-182,26,1,139920
1438014420,C0,20154927084959-505,27,2,912600
1438014480,C0,20155625015640-270,26,1,101940
1438023300,C0,20150720100717-213,25,2,270120
1438033560,C0,20154627014626-335,26,2,403800
1438036800,C0,20152423072412-875,25,1,373080
1438039620,C0,20152227032235-207,26,1,66060
1438039800,C0,20151227041255-244,27,3,506760
1438042140,C0,20153827043838-171,28,1,405540
1438043280,C0,20153722023710-935,27,2,133740
1438048500,C0,20150925070901-487,26,3,90960
1438054080,C0,20154326034342-937,25,3,88740
1438091820,C0,20152028062056-368,26,3,346020
1438096860,C0,20150328070321-554,27,1,288480
1438105680,C0,20152227032235-207,26,3,271020
1438127940,C0,20155825075830-372,25,1,951180
1438131360,C0,20153928053942-429,26,3,408780
1438131720,C0,20150022040009-518,25,1,64320
1438135860,C0,20155628055649-858,26,1,51960
1438183560,C0,20150525050525-344,25,1,602580
1438186260,C0,20155529075511-496,26,1,216900
1438187820,C0,20155628055649-858,25,3,466020
1438189740,C0,20154121094145-294,24,1,611580
1438190100,C0,20150629090627-62,25,2,129300
1438195440,C0,20154229104255-661,26,3,262680
1438196340,C0,20155325045321-836,25,3,1211280
1438201620,C0,20155829125801-230,26,2,786540
1438203060,C0,20154429124439-546,27,3,117900
1438209180,C0,20155427065441-961,26,2,211200
1438209720,C0,20150329030344-472,27,2,250980
1438210320,C0,20151029031046-528,28,2,179340
1438220640,C0,20151518061551-586,27,3,289260
1438233180,C0,20152924112938-506,26,2,652380
1438269840,C0,20152130072111-229,27,2,301320
1438274460,C0,20153430083434-174,28,1,360480
1438277640,C0,20155330095316-775,29,3,264600
1438280520,C0,20154530104517-465,30,1,79140
1438281300,C0,20152027062003-395,29,1,431520
1438283820,C0,20155525115532-571,28,1,156480
1438284780,C0,20155430115403-341,29,1,93120
1438319400,C0,20150629090627-62,28,2,153180
1438320960,C0,20154429124439-546,27,2,500520
1438359660,C0,20154530104517-465,26,1,327120
1438367700,C0,20155925035953-311,25,3,310560
1438369260,C0,20152724112733-858,24,2,480420
1438374480,C0,20155431125443-408,25,1,199200
1438376460,C0,20155431125412-835,26,3,789420
1438377900,C0,20155430115403-341,25,2,99960
1438378320,C0,20151731021708-898,26,2,167700
1438379460,C0,20154931014916-410,27,2,115440
1438381980,C0,20152431022403-301,28,2,52380
1438385340,C0,20150328070321-554,27,2,275880
1438389660,C0,20151029031046-528,26,1,201720
1438392300,C0,20151824041829-872,25,2,912600
1438393560,C0,20155114055130-358,24,2,403800
1438395300,C0,20151119091154-119,23,1,66060
1438397280,C0,20150526060526-540,22,3,506760
1438403160,C0,20155529075511-496,21,1,405540
1438434360,C0,20152431022403-301,20,3,346020
1438437360,C0,20154627014626-335,19,1,288480
1438437840,C0,20152028062056-368,18,3,408780
1438443120,C0,20153401073445-361,19,2,187200
1438447680,C0,20153827043838-171,18,1,51960
1438453260,C0,20151601101604-955,19,2,80160
1438458120,C0,20154229104255-661,18,1,216900
1438460700,C0,20150329030344-472,17,2,129300
1438470360,C0,20155201035213-815,18,2,103080
1438475280,C0,20151518011531-224,17,3,262680
1438480380,C0,20155301055312-754,18,2,656280
1438494360,C0,20152225082250-866,17,2,786540
1438494900,C0,20154931014916-410,16,3,117900
1438523820,C0,20151902061935-596,17,3,117900
1438525320,C0,20151102061116-400,18,1,367500
1438531320,C0,20154502084548-823,19,3,103620
1438533420,C0,20151601101604-955,18,2,250980
1438539960,C0,20151202101257-746,19,1,82560
1438540140,C0,20153928053942-429,18,2,179340
1438542240,C0,20155330095316-775,17,2,301320
1438546020,C0,20151731021708-898,16,1,360480
1438546560,C0,20151227041255-244,15,3,264600
1438551720,C0,20150702020750-193,16,2,116160
1438552260,C0,20153402013445-750,17,1,186120
1438571160,C0,20152130072111-229,16,1,79140
1438573440,C0,20155201035213-815,15,1,93120
1438573680,C0,20155431125443-408,14,1,199200
1438617960,C0,20154903084903-690,15,2,101880
1438622520,C0,20151202101257-746,14,3,789420
1438626840,C0,20153003103059-290,15,3,347520
1438629000,C0,20153303113325-724,16,1,434880
1438630320,C0,20153401073445-361,15,2,167700
1438634400,C0,20153903123925-684,16,1,535200
1438634940,C0,20153430083434-174,15,2,115440
1438634940,C0,20154502084548-823,14,2,52380
1438641720,C0,20151902061935-596,13,2,187200
1438647540,C0,20155723035703-81,12,2,80160
1438667880,C0,20150702020750-193,11,2,103080
1438695600,C0,20150904060946-997,12,1,130320
1438701060,C0,20153604073634-474,13,1,215160
1438719840,C0,20154903084903-690,12,2,656280
1438735200,C0,20150104050127-736,13,1,83640
1438738380,C0,20153402013445-750,12,3,117900
1438813200,C0,20154605024652-886,13,1,142620
1438818840,C0,20150104050127-736,12,1,367500
1438825920,C0,20150904060946-997,11,3,103620
1438869120,C0,20153706063755-802,12,1,472380
1438873620,C0,20155706065753-746,13,1,957540
1438881720,C0,20150606090640-663,14,1,166680
1438892820,C0,20151102061116-400,13,1,82560
1438905360,C0,20155206035248-482,14,3,147540
1438916220,C0,20153604073634-474,13,2,116160
1438927020,C0,20154927084959-505,12,1,186120
1438955820,C0,20154605024652-886,11,2,101880
1438961580,C0,20152207072213-862,12,3,216120
1438965540,C0,20155707085753-292,13,2,684720
1438974360,C0,20153003103059-290,12,3,347520
1438979220,C0,20155807125802-565,13,1,92280
1438983300,C0,20151907021947-595,14,2,159540
1438988160,C0,20155829125801-230,13,1,434880
1438990680,C0,20150607040626-348,14,2,54000
1438990860,C0,20152307042315-347,15,2,323580
1438995120,C0,20155024045011-587,14,1,535200
1439044680,C0,20150607040626-348,13,1,130320
1439048400,C0,20150606090640-663,12,1,215160
1439052900,C0,20155206035248-482,11,1,83640
1439057880,C0,20151308101333-914,12,2,1028280
1439058480,C0,20154708104711-651,13,2,370380
1439063280,C0,20153208123237-878,14,1,345300
1439063880,C0,20153303113325-724,13,1,142620
1439071500,C0,20155807125802-565,12,1,472380
1439076300,C0,20155508035530-98,13,1,96120
1439082240,C0,20153108053138-793,14,1,82800
1439083020,C0,20150108050153-619,15,3,92160
1439136660,C0,20155301055312-754,14,1,957540
1439142840,C0,20151907021947-595,13,1,166680
