V1,V2,V3,V4,V5,V6,time,V7,V8,V9,V10
,,,20150427060448-246,3,7/27/2015 6:21,1438003260,C7,529800,1438533060,8/2/2015 9:31
20154926124932-480,1,7/26/2015 13:14,1437941640,C7,63600,1438005240,7/27/2015 6:54,,,
20155724015759-778,1,7/24/2015 14:19,1437772740,C7,233760,1438006500,7/27/2015 7:15,,,
,,,20152027072040-298,1,7/27/2015 7:34,1438007640,C7,227400,1438235040,7/29/2015 22:44
,,,20151627111655-590,1,7/27/2015 11:55,1438023300,C7,553020,1438576320,8/2/2015 21:32
20155824085808-856,3,7/24/2015 9:29,1437755340,C7,271200,1438026540,7/27/2015 12:49,,,
,,,20155227125212-315,3,7/27/2015 13:11,1438027860,C7,507540,1438535400,8/2/2015 10:10
20155726065746-437,3,7/26/2015 7:32,1437921120,C7,113580,1438034700,7/27/2015 15:05,,,
20153126013121-122,3,7/26/2015 13:55,1437944100,C7,93540,1438037640,7/27/2015 15:54,,,
20151324041317-432,1,7/24/2015 16:52,1437781920,C7,267120,1438049040,7/27/2015 19:04,,,
20152023122039-382,1,7/23/2015 12:51,1437681060,C7,370320,1438051380,7/27/2015 19:43,,,
20150925050919-689,3,7/25/2015 17:33,1437870780,C7,182520,1438053300,7/27/2015 20:15,,,
20150825040838-487,1,7/25/2015 17:07,1437869220,C7,188220,1438057440,7/27/2015 21:24,,,
20150717060746-729,3,7/17/2015 6:32,1437139920,C7,950400,1438090320,7/28/2015 6:32,,,
,,,20154428094403-173,1,7/28/2015 10:04,1438103040,C7,126420,1438229460,7/29/2015 21:11
,,,20154428124429-300,2,7/28/2015 13:17,1438114620,C7,61080,1438175700,7/29/2015 6:15
20151421031443-290,2,7/21/2015 15:35,1437518100,C7,599940,1438118040,7/28/2015 14:14,,,
20154726064756-747,1,7/26/2015 7:03,1437919380,C7,200160,1438119540,7/28/2015 14:39,,,
,,,20151528041551-821,1,7/28/2015 16:48,1438127280,C7,521520,1438648800,8/3/2015 17:40
20152426062434-212,1,7/26/2015 6:58,1437919080,C7,210480,1438129560,7/28/2015 17:26,,,
,,,20154328044302-517,2,7/28/2015 17:58,1438131480,C7,848460,1438979940,8/7/2015 13:39
20154428124429-300,2,7/28/2015 13:17,1438114620,C7,61080,1438175700,7/29/2015 6:15,,,
,,,20155929065908-355,1,7/29/2015 7:32,1438180320,C7,121800,1438302120,7/30/2015 17:22
,,,20155129085126-994,2,7/29/2015 9:39,1438187940,C7,118260,1438306200,7/30/2015 18:30
20151318051330-957,3,7/18/2015 17:27,1437265620,C7,923460,1438189080,7/29/2015 9:58,,,
20150125080138-74,3,7/25/2015 8:50,1437839400,C7,357120,1438196520,7/29/2015 12:02,,,
20151724031732-555,1,7/24/2015 16:18,1437779880,C7,421080,1438200960,7/29/2015 13:16,,,
,,,20153029033042-152,1,7/29/2015 15:46,1438209960,C7,169320,1438379280,7/31/2015 14:48
,,,20154629034645-799,1,7/29/2015 16:04,1438211040,C7,508440,1438719480,8/4/2015 13:18
20155822075801-949,1,7/22/2015 8:57,1437580620,C7,634020,1438214640,7/29/2015 17:04,,,
20152925102911-696,3,7/25/2015 11:16,1437848160,C7,368280,1438216440,7/29/2015 17:34,,,
20152816102821-282,1,7/16/2015 11:03,1437069780,C7,1157640,1438227420,7/29/2015 20:37,,,
20154428094403-173,1,7/28/2015 10:04,1438103040,C7,126420,1438229460,7/29/2015 21:11,,,
20152027072040-298,1,7/27/2015 7:34,1438007640,C7,227400,1438235040,7/29/2015 22:44,,,
,,,20155730085755-371,1,7/30/2015 9:12,1438272720,C7,200820,1438473540,8/1/2015 16:59
,,,20150030100046-714,2,7/30/2015 10:22,1438276920,C7,347220,1438624140,8/3/2015 10:49
,,,20150430110428-833,2,7/30/2015 11:53,1438282380,C7,190740,1438473120,8/1/2015 16:52
,,,20154130124118-316,1,7/30/2015 13:00,1438286400,C7,114600,1438401000,7/31/2015 20:50
,,,20150130030134-783,1,7/30/2015 16:11,1438297860,C7,104220,1438402080,7/31/2015 21:08
20155929065908-355,1,7/29/2015 7:32,1438180320,C7,121800,1438302120,7/30/2015 17:22,,,
20155129085126-994,2,7/29/2015 9:39,1438187940,C7,118260,1438306200,7/30/2015 18:30,,,
20155124035131-240,1,7/24/2015 16:14,1437779640,C7,541440,1438321080,7/30/2015 22:38,,,
,,,20152631082611-613,2,7/31/2015 9:24,1438359840,C7,803700,1439163540,8/9/2015 16:39
,,,20154231084240-825,2,7/31/2015 9:41,1438360860,C7,177060,1438537920,8/2/2015 10:52
,,,20152031092038-925,1,7/31/2015 10:19,1438363140,C7,470160,1438833300,8/5/2015 20:55
,,,20152331102327-0,1,7/31/2015 11:23,1438366980,C7,159240,1438526220,8/2/2015 7:37
,,,20150231120236-701,1,7/31/2015 12:36,1438371360,C7,246600,1438617960,8/3/2015 9:06
,,,20154431124424-721,1,7/31/2015 13:08,1438373280,C7,197520,1438570800,8/2/2015 20:00
,,,20150231010233-845,1,7/31/2015 13:53,1438375980,C7,940080,1439316060,8/11/2015 11:01
20153029033042-152,1,7/29/2015 15:46,1438209960,C7,169320,1438379280,7/31/2015 14:48,,,
,,,20154931024946-567,1,7/31/2015 15:05,1438380300,C7,417480,1438797780,8/5/2015 11:03
,,,20151631031602-96,2,7/31/2015 15:56,1438383360,C7,182220,1438565580,8/2/2015 18:33
,,,20154931034945-124,3,7/31/2015 16:03,1438383780,C7,63060,1438446840,8/1/2015 9:34
20154622054623-743,3,7/22/2015 18:00,1437613200,C7,775320,1438388520,7/31/2015 17:22,,,
20154130124118-316,1,7/30/2015 13:00,1438286400,C7,114600,1438401000,7/31/2015 20:50,,,
20150130030134-783,1,7/30/2015 16:11,1438297860,C7,104220,1438402080,7/31/2015 21:08,,,
20152923092919-201,1,7/23/2015 10:35,1437672900,C7,731160,1438404060,7/31/2015 21:41,,,
,,,20152501072548-463,3,8/1/2015 7:57,1438441020,C7,361200,1438802220,8/5/2015 12:17
20154931034945-124,3,7/31/2015 16:03,1438383780,C7,63060,1438446840,8/1/2015 9:34,,,
,,,20155401115443-339,2,8/1/2015 12:12,1438456320,C7,108960,1438565280,8/2/2015 18:28
,,,20155601125604-18,1,8/1/2015 13:09,1438459740,C7,180660,1438640400,8/3/2015 15:20
,,,20152501032501-316,1,8/1/2015 16:23,1438471380,C7,160080,1438631460,8/3/2015 12:51
,,,20151001041055-580,1,8/1/2015 16:24,1438471440,C7,278460,1438749900,8/4/2015 21:45
20150430110428-833,2,7/30/2015 11:53,1438282380,C7,190740,1438473120,8/1/2015 16:52,,,
20155730085755-371,1,7/30/2015 9:12,1438272720,C7,200820,1438473540,8/1/2015 16:59,,,
20153724023747-163,1,7/24/2015 14:54,1437774840,C7,710340,1438485180,8/1/2015 20:13,,,
,,,20150902060920-793,2,8/2/2015 7:10,1438524600,C7,714780,1439239380,8/10/2015 13:43
20152331102327-0,1,7/31/2015 11:23,1438366980,C7,159240,1438526220,8/2/2015 7:37,,,
,,,20152102082141-663,1,8/2/2015 8:42,1438530120,C7,253740,1438783860,8/5/2015 7:11
20150427060448-246,3,7/27/2015 6:21,1438003260,C7,529800,1438533060,8/2/2015 9:31,,,
,,,20153002083005-261,1,8/2/2015 9:45,1438533900,C7,104580,1438638480,8/3/2015 14:48
,,,20154302094310-152,1,8/2/2015 9:58,1438534680,C7,438780,1438973460,8/7/2015 11:51
20155227125212-315,3,7/27/2015 13:11,1438027860,C7,507540,1438535400,8/2/2015 10:10,,,
20154231084240-825,2,7/31/2015 9:41,1438360860,C7,177060,1438537920,8/2/2015 10:52,,,
,,,20150902110946-207,1,8/2/2015 12:11,1438542660,C7,88920,1438631580,8/3/2015 12:53
,,,20151302121348-104,1,8/2/2015 13:13,1438546380,C7,274560,1438820940,8/5/2015 17:29
,,,20154602014652-42,1,8/2/2015 14:35,1438551300,C7,231180,1438782480,8/5/2015 6:48
,,,20155102045128-941,1,8/2/2015 17:52,1438563120,C7,75780,1438638900,8/3/2015 14:55
,,,20153802053822-860,3,8/2/2015 17:52,1438563120,C7,53520,1438616640,8/3/2015 8:44
,,,20155702055701-405,3,8/2/2015 18:20,1438564800,C7,135420,1438700220,8/4/2015 7:57
20155401115443-339,2,8/1/2015 12:12,1438456320,C7,108960,1438565280,8/2/2015 18:28,,,
20151631031602-96,2,7/31/2015 15:56,1438383360,C7,182220,1438565580,8/2/2015 18:33,,,
20154431124424-721,1,7/31/2015 13:08,1438373280,C7,197520,1438570800,8/2/2015 20:00,,,
20151627111655-590,1,7/27/2015 11:55,1438023300,C7,553020,1438576320,8/2/2015 21:32,,,
,,,20153503063500-934,2,8/3/2015 7:24,1438611840,C7,177540,1438789380,8/5/2015 8:43
20153802053822-860,3,8/2/2015 17:52,1438563120,C7,53520,1438616640,8/3/2015 8:44,,,
20150231120236-701,1,7/31/2015 12:36,1438371360,C7,246600,1438617960,8/3/2015 9:06,,,
20154925074924-66,1,7/25/2015 8:20,1437837600,C7,783720,1438621320,8/3/2015 10:02,,,
20150030100046-714,2,7/30/2015 10:22,1438276920,C7,347220,1438624140,8/3/2015 10:49,,,
20152501032501-316,1,8/1/2015 16:23,1438471380,C7,160080,1438631460,8/3/2015 12:51,,,
20150902110946-207,1,8/2/2015 12:11,1438542660,C7,88920,1438631580,8/3/2015 12:53,,,
20153002083005-261,1,8/2/2015 9:45,1438533900,C7,104580,1438638480,8/3/2015 14:48,,,
20155102045128-941,1,8/2/2015 17:52,1438563120,C7,75780,1438638900,8/3/2015 14:55,,,
20155601125604-18,1,8/1/2015 13:09,1438459740,C7,180660,1438640400,8/3/2015 15:20,,,
,,,20154303024314-609,1,8/3/2015 15:39,1438641540,C7,103020,1438744560,8/4/2015 20:16
,,,20150503040553-197,2,8/3/2015 16:56,1438646160,C7,244560,1438890720,8/6/2015 12:52
20151528041551-821,1,7/28/2015 16:48,1438127280,C7,521520,1438648800,8/3/2015 17:40,,,
,,,20154403054427-199,2,8/3/2015 18:22,1438651320,C7,149280,1438800600,8/5/2015 11:50
20155702055701-405,3,8/2/2015 18:20,1438564800,C7,135420,1438700220,8/4/2015 7:57,,,
,,,20155304095343-996,2,8/4/2015 10:10,1438708200,C7,292500,1439000700,8/7/2015 19:25
,,,20150104120123-255,2,8/4/2015 12:50,1438717800,C7,321420,1439039220,8/8/2015 6:07
20154629034645-799,1,7/29/2015 16:04,1438211040,C7,508440,1438719480,8/4/2015 13:18,,,
,,,20150704010749-266,1,8/4/2015 13:21,1438719660,C7,241140,1438960800,8/7/2015 8:20
20153618053610-340,1,7/18/2015 18:31,1437269460,C7,1459500,1438728960,8/4/2015 15:56,,,
,,,20151804041847-645,3,8/4/2015 17:16,1438733760,C7,266340,1439000100,8/7/2015 19:15
20153126023103-958,2,7/26/2015 14:48,1437947280,C7,795420,1438742700,8/4/2015 19:45,,,
20154303024314-609,1,8/3/2015 15:39,1438641540,C7,103020,1438744560,8/4/2015 20:16,,,
20151001041055-580,1,8/1/2015 16:24,1438471440,C7,278460,1438749900,8/4/2015 21:45,,,
20154602014652-42,1,8/2/2015 14:35,1438551300,C7,231180,1438782480,8/5/2015 6:48,,,
20152102082141-663,1,8/2/2015 8:42,1438530120,C7,253740,1438783860,8/5/2015 7:11,,,
20153503063500-934,2,8/3/2015 7:24,1438611840,C7,177540,1438789380,8/5/2015 8:43,,,
,,,20155805085848-703,3,8/5/2015 9:38,1438792680,C7,124140,1438916820,8/6/2015 20:07
20154931024946-567,1,7/31/2015 15:05,1438380300,C7,417480,1438797780,8/5/2015 11:03,,,
20154403054427-199,2,8/3/2015 18:22,1438651320,C7,149280,1438800600,8/5/2015 11:50,,,
20152501072548-463,3,8/1/2015 7:57,1438441020,C7,361200,1438802220,8/5/2015 12:17,,,
,,,20152305112331-211,1,8/5/2015 12:34,1438803240,C7,121440,1438924680,8/6/2015 22:18
,,,20150205050251-251,2,8/5/2015 17:16,1438820160,C7,269760,1439089920,8/8/2015 20:12
20151302121348-104,1,8/2/2015 13:13,1438546380,C7,274560,1438820940,8/5/2015 17:29,,,
20152031092038-925,1,7/31/2015 10:19,1438363140,C7,470160,1438833300,8/5/2015 20:55,,,
,,,20151106071155-474,1,8/6/2015 7:46,1438872360,C7,104100,1438976460,8/7/2015 12:41
,,,20150006080007-531,3,8/6/2015 8:21,1438874460,C7,471000,1439345460,8/11/2015 19:11
20150503040553-197,2,8/3/2015 16:56,1438646160,C7,244560,1438890720,8/6/2015 12:52,,,
,,,20153306013342-878,3,8/6/2015 14:29,1438896540,C7,631860,1439528400,8/13/2015 22:00
,,,20152606022653-437,3,8/6/2015 14:41,1438897260,C7,259200,1439156460,8/9/2015 14:41
20155805085848-703,3,8/5/2015 9:38,1438792680,C7,124140,1438916820,8/6/2015 20:07,,,
20152305112331-211,1,8/5/2015 12:34,1438803240,C7,121440,1438924680,8/6/2015 22:18,,,
,,,20151607061640-872,1,8/7/2015 6:33,1438954380,C7,120540,1439074920,8/8/2015 16:02
20150704010749-266,1,8/4/2015 13:21,1438719660,C7,241140,1438960800,8/7/2015 8:20,,,
,,,20152007102018-450,1,8/7/2015 11:10,1438971000,C7,122100,1439093100,8/8/2015 21:05
20154302094310-152,1,8/2/2015 9:58,1438534680,C7,438780,1438973460,8/7/2015 11:51,,,
20151106071155-474,1,8/6/2015 7:46,1438872360,C7,104100,1438976460,8/7/2015 12:41,,,
20154328044302-517,2,7/28/2015 17:58,1438131480,C7,848460,1438979940,8/7/2015 13:39,,,
,,,20155607015659-126,2,8/7/2015 14:20,1438982400,C7,81900,1439064300,8/8/2015 13:05
,,,20151507031539-411,3,8/7/2015 16:14,1438989240,C7,333600,1439322840,8/11/2015 12:54
,,,20150107050116-884,2,8/7/2015 17:54,1438995240,C7,593700,1439588940,8/14/2015 14:49
,,,20150307050341-35,3,8/7/2015 17:59,1438995540,C7,259140,1439254680,8/10/2015 17:58
20151804041847-645,3,8/4/2015 17:16,1438733760,C7,266340,1439000100,8/7/2015 19:15,,,
20155304095343-996,2,8/4/2015 10:10,1438708200,C7,292500,1439000700,8/7/2015 19:25,,,
20150104120123-255,2,8/4/2015 12:50,1438717800,C7,321420,1439039220,8/8/2015 6:07,,,
,,,20154408074420-516,1,8/8/2015 7:59,1439045940,C7,89760,1439135700,8/9/2015 8:55
,,,20151608091658-472,1,8/8/2015 9:31,1439051460,C7,101340,1439152800,8/9/2015 13:40
,,,20150208100221-140,3,8/8/2015 10:58,1439056680,C7,112980,1439169660,8/9/2015 18:21
20155607015659-126,2,8/7/2015 14:20,1438982400,C7,81900,1439064300,8/8/2015 13:05,,,
20151607061640-872,1,8/7/2015 6:33,1438954380,C7,120540,1439074920,8/8/2015 16:02,,,
,,,20152008042053-423,1,8/8/2015 16:37,1439077020,C7,325380,1439402400,8/12/2015 11:00
,,,20151808051800-604,1,8/8/2015 17:51,1439081460,C7,78420,1439159880,8/9/2015 15:38
20150205050251-251,2,8/5/2015 17:16,1438820160,C7,269760,1439089920,8/8/2015 20:12,,,
20152007102018-450,1,8/7/2015 11:10,1438971000,C7,122100,1439093100,8/8/2015 21:05,,,
,,,20150009060037-852,1,8/9/2015 6:54,1439128440,C7,919140,1440047580,8/19/2015 22:13
20154408074420-516,1,8/8/2015 7:59,1439045940,C7,89760,1439135700,8/9/2015 8:55,,,
,,,20151409111437-111,2,8/9/2015 11:39,1439145540,C7,295620,1439441160,8/12/2015 21:46
,,,20151209111219-195,2,8/9/2015 11:52,1439146320,C7,331320,1439477640,8/13/2015 7:54
,,,20154809114818-832,1,8/9/2015 13:00,1439150400,C7,178800,1439329200,8/11/2015 14:40
20151608091658-472,1,8/8/2015 9:31,1439051460,C7,101340,1439152800,8/9/2015 13:40,,,
20152606022653-437,3,8/6/2015 14:41,1438897260,C7,259200,1439156460,8/9/2015 14:41,,,
,,,20150509020558-681,1,8/9/2015 15:11,1439158260,C7,145560,1439303820,8/11/2015 7:37
20151808051800-604,1,8/8/2015 17:51,1439081460,C7,78420,1439159880,8/9/2015 15:38,,,
20152631082611-613,2,7/31/2015 9:24,1438359840,C7,803700,1439163540,8/9/2015 16:39,,,
,,,20154709044702-412,3,8/9/2015 17:12,1439165520,C7,261480,1439427000,8/12/2015 17:50
20150208100221-140,3,8/8/2015 10:58,1439056680,C7,112980,1439169660,8/9/2015 18:21,,,
,,,20151909051914-299,1,8/9/2015 18:29,1439170140,C7,865500,1440035640,8/19/2015 18:54
,,,20152310062340-347,1,8/10/2015 7:13,1439215980,C7,114000,1439329980,8/11/2015 14:53
,,,20153610123659-887,3,8/10/2015 13:16,1439237760,C7,66120,1439303880,8/11/2015 7:38
20150902060920-793,2,8/2/2015 7:10,1438524600,C7,714780,1439239380,8/10/2015 13:43,,,
,,,20152710022715-872,1,8/10/2015 15:24,1439245440,C7,95460,1439340900,8/11/2015 17:55
,,,20150110030105-67,3,8/10/2015 15:56,1439247360,C7,595740,1439843100,8/17/2015 13:25
20150307050341-35,3,8/7/2015 17:59,1438995540,C7,259140,1439254680,8/10/2015 17:58,,,
,,,20154711064710-266,3,8/11/2015 7:08,1439302080,C7,113220,1439415300,8/12/2015 14:35
20150509020558-681,1,8/9/2015 15:11,1439158260,C7,145560,1439303820,8/11/2015 7:37,,,
20153610123659-887,3,8/10/2015 13:16,1439237760,C7,66120,1439303880,8/11/2015 7:38,,,
,,,20152211072207-967,1,8/11/2015 7:45,1439304300,C7,169860,1439474160,8/13/2015 6:56
,,,20153711073708-752,1,8/11/2015 8:35,1439307300,C7,299220,1439606520,8/14/2015 19:42
,,,20151211091201-575,2,8/11/2015 9:28,1439310480,C7,295560,1439606040,8/14/2015 19:34
20150231010233-845,1,7/31/2015 13:53,1438375980,C7,940080,1439316060,8/11/2015 11:01,,,
,,,20151511111500-654,3,8/11/2015 11:36,1439318160,C7,597900,1439916060,8/18/2015 9:41
20151507031539-411,3,8/7/2015 16:14,1438989240,C7,333600,1439322840,8/11/2015 12:54,,,
20154809114818-832,1,8/9/2015 13:00,1439150400,C7,178800,1439329200,8/11/2015 14:40,,,
20152310062340-347,1,8/10/2015 7:13,1439215980,C7,114000,1439329980,8/11/2015 14:53,,,
20152710022715-872,1,8/10/2015 15:24,1439245440,C7,95460,1439340900,8/11/2015 17:55,,,
,,,20153111053127-294,2,8/11/2015 17:56,1439340960,C7,134400,1439475360,8/13/2015 7:16
20150006080007-531,3,8/6/2015 8:21,1438874460,C7,471000,1439345460,8/11/2015 19:11,,,
,,,20150112080156-678,3,8/12/2015 8:15,1439392500,C7,342900,1439735400,8/16/2015 7:30
20152008042053-423,1,8/8/2015 16:37,1439077020,C7,325380,1439402400,8/12/2015 11:00,,,
,,,20152312112319-869,2,8/12/2015 11:40,1439404800,C7,359400,1439764200,8/16/2015 15:30
20154711064710-266,3,8/11/2015 7:08,1439302080,C7,113220,1439415300,8/12/2015 14:35,,,
,,,20154412024403-809,1,8/12/2015 14:58,1439416680,C7,189120,1439605800,8/14/2015 19:30
,,,20154212044243-346,1,8/12/2015 17:06,1439424360,C7,189720,1439614080,8/14/2015 21:48
20154709044702-412,3,8/9/2015 17:12,1439165520,C7,261480,1439427000,8/12/2015 17:50,,,
,,,20150812050800-581,1,8/12/2015 17:56,1439427360,C7,61680,1439489040,8/13/2015 11:04
20151409111437-111,2,8/9/2015 11:39,1439145540,C7,295620,1439441160,8/12/2015 21:46,,,
20152211072207-967,1,8/11/2015 7:45,1439304300,C7,169860,1439474160,8/13/2015 6:56,,,
20153111053127-294,2,8/11/2015 17:56,1439340960,C7,134400,1439475360,8/13/2015 7:16,,,
20151209111219-195,2,8/9/2015 11:52,1439146320,C7,331320,1439477640,8/13/2015 7:54,,,
20150812050800-581,1,8/12/2015 17:56,1439427360,C7,61680,1439489040,8/13/2015 11:04,,,
20153306013342-878,3,8/6/2015 14:29,1438896540,C7,631860,1439528400,8/13/2015 22:00,,,
,,,20154214064217-704,1,8/14/2015 7:07,1439561220,C7,1406880,1440968100,8/30/2015 13:55
,,,20150214070255-757,1,8/14/2015 7:34,1439562840,C7,132660,1439695500,8/15/2015 20:25
,,,20153114093133-433,2,8/14/2015 10:43,1439574180,C7,70020,1439644200,8/15/2015 6:10
,,,20155514115538-38,1,8/14/2015 12:53,1439581980,C7,277920,1439859900,8/17/2015 18:05
20150107050116-884,2,8/7/2015 17:54,1438995240,C7,593700,1439588940,8/14/2015 14:49,,,
,,,20155514055529-108,1,8/14/2015 18:34,1439602440,C7,772080,1440374520,8/23/2015 17:02
20154412024403-809,1,8/12/2015 14:58,1439416680,C7,189120,1439605800,8/14/2015 19:30,,,
20151211091201-575,2,8/11/2015 9:28,1439310480,C7,295560,1439606040,8/14/2015 19:34,,,
20153711073708-752,1,8/11/2015 8:35,1439307300,C7,299220,1439606520,8/14/2015 19:42,,,
20154212044243-346,1,8/12/2015 17:06,1439424360,C7,189720,1439614080,8/14/2015 21:48,,,
20153114093133-433,2,8/14/2015 10:43,1439574180,C7,70020,1439644200,8/15/2015 6:10,,,
,,,20150215060225-774,1,8/15/2015 6:41,1439646060,C7,818220,1440464280,8/24/2015 17:58
,,,20153715093725-365,1,8/15/2015 9:51,1439657460,C7,133080,1439790540,8/16/2015 22:49
,,,20152015102054-215,3,8/15/2015 11:23,1439662980,C7,81420,1439744400,8/16/2015 10:00
20150214070255-757,1,8/14/2015 7:34,1439562840,C7,132660,1439695500,8/15/2015 20:25,,,
20150112080156-678,3,8/12/2015 8:15,1439392500,C7,342900,1439735400,8/16/2015 7:30,,,
,,,20153316073319-342,3,8/16/2015 7:49,1439736540,C7,128760,1439865300,8/17/2015 19:35
20152015102054-215,3,8/15/2015 11:23,1439662980,C7,81420,1439744400,8/16/2015 10:00,,,
,,,20152716102734-529,1,8/16/2015 10:52,1439747520,C7,89700,1439837220,8/17/2015 11:47
,,,20153816123820-926,1,8/16/2015 13:00,1439755200,C7,264600,1440019800,8/19/2015 14:30
,,,20154516014531-348,2,8/16/2015 13:59,1439758740,C7,280140,1440038880,8/19/2015 19:48
20152312112319-869,2,8/12/2015 11:40,1439404800,C7,359400,1439764200,8/16/2015 15:30,,,
20153715093725-365,1,8/15/2015 9:51,1439657460,C7,133080,1439790540,8/16/2015 22:49,,,
,,,20153617103638-247,1,8/17/2015 10:51,1439833860,C7,193200,1440027060,8/19/2015 16:31
,,,20153817093840-341,1,8/17/2015 10:52,1439833920,C7,389220,1440223140,8/21/2015 22:59
20152716102734-529,1,8/16/2015 10:52,1439747520,C7,89700,1439837220,8/17/2015 11:47,,,
20150110030105-67,3,8/10/2015 15:56,1439247360,C7,595740,1439843100,8/17/2015 13:25,,,
20155514115538-38,1,8/14/2015 12:53,1439581980,C7,277920,1439859900,8/17/2015 18:05,,,
,,,20153117053105-892,1,8/17/2015 18:28,1439861280,C7,224820,1440086100,8/20/2015 8:55
20153316073319-342,3,8/16/2015 7:49,1439736540,C7,128760,1439865300,8/17/2015 19:35,,,
,,,20155618065604-631,2,8/18/2015 7:10,1439907000,C7,124080,1440031080,8/19/2015 17:38
20151511111500-654,3,8/11/2015 11:36,1439318160,C7,597900,1439916060,8/18/2015 9:41,,,
,,,20152718102756-727,1,8/18/2015 11:00,1439920800,C7,438180,1440358980,8/23/2015 12:43
,,,20155418015419-112,1,8/18/2015 14:11,1439932260,C7,359580,1440291840,8/22/2015 18:04
,,,20155419125408-510,1,8/19/2015 13:52,1440017520,C7,796320,1440813840,8/28/2015 19:04
20153816123820-926,1,8/16/2015 13:00,1439755200,C7,264600,1440019800,8/19/2015 14:30,,,
20153617103638-247,1,8/17/2015 10:51,1439833860,C7,193200,1440027060,8/19/2015 16:31,,,
20155618065604-631,2,8/18/2015 7:10,1439907000,C7,124080,1440031080,8/19/2015 17:38,,,
20151909051914-299,1,8/9/2015 18:29,1439170140,C7,865500,1440035640,8/19/2015 18:54,,,
20154516014531-348,2,8/16/2015 13:59,1439758740,C7,280140,1440038880,8/19/2015 19:48,,,
20150009060037-852,1,8/9/2015 6:54,1439128440,C7,919140,1440047580,8/19/2015 22:13,,,
,,,20155920065907-68,2,8/20/2015 7:39,1440081540,C7,124140,1440205680,8/21/2015 18:08
20153117053105-892,1,8/17/2015 18:28,1439861280,C7,224820,1440086100,8/20/2015 8:55,,,
,,,20150720100758-108,2,8/20/2015 10:39,1440092340,C7,103080,1440195420,8/21/2015 15:17
,,,20152120122138-42,1,8/20/2015 12:52,1440100320,C7,365280,1440465600,8/24/2015 18:20
,,,20152221092251-883,2,8/21/2015 9:47,1440175620,C7,299220,1440474840,8/24/2015 20:54
,,,20150421090407-354,2,8/21/2015 10:03,1440176580,C7,99540,1440276120,8/22/2015 13:42
,,,20150921120902-568,2,8/21/2015 12:57,1440187020,C7,252420,1440439440,8/24/2015 11:04
,,,20154821124817-368,1,8/21/2015 13:50,1440190200,C7,434040,1440624240,8/26/2015 14:24
20150720100758-108,2,8/20/2015 10:39,1440092340,C7,103080,1440195420,8/21/2015 15:17,,,
20155920065907-68,2,8/20/2015 7:39,1440081540,C7,124140,1440205680,8/21/2015 18:08,,,
20153817093840-341,1,8/17/2015 10:52,1439833920,C7,389220,1440223140,8/21/2015 22:59,,,
,,,20152122082127-299,1,8/22/2015 8:37,1440257820,C7,108540,1440366360,8/23/2015 14:46
,,,20153922113902-456,1,8/22/2015 12:12,1440270720,C7,203880,1440474600,8/24/2015 20:50
20150421090407-354,2,8/21/2015 10:03,1440176580,C7,99540,1440276120,8/22/2015 13:42,,,
,,,20152122042102-592,3,8/22/2015 16:42,1440286920,C7,267120,1440554040,8/25/2015 18:54
,,,20154322044336-436,2,8/22/2015 17:34,1440290040,C7,395280,1440685320,8/27/2015 7:22
20155418015419-112,1,8/18/2015 14:11,1439932260,C7,359580,1440291840,8/22/2015 18:04,,,
,,,20150223060208-554,3,8/23/2015 6:16,1440335760,C7,103680,1440439440,8/24/2015 11:04
,,,20154623094608-73,2,8/23/2015 10:06,1440349560,C7,257820,1440607380,8/26/2015 9:43
20152718102756-727,1,8/18/2015 11:00,1439920800,C7,438180,1440358980,8/23/2015 12:43,,,
,,,20150823010813-63,1,8/23/2015 13:32,1440361920,C7,455940,1440817860,8/28/2015 20:11
,,,20152023022026-39,1,8/23/2015 14:41,1440366060,C7,86580,1440452640,8/24/2015 14:44
20152122082127-299,1,8/22/2015 8:37,1440257820,C7,108540,1440366360,8/23/2015 14:46,,,
,,,20150023030012-350,3,8/23/2015 15:13,1440367980,C7,112980,1440480960,8/24/2015 22:36
20155514055529-108,1,8/14/2015 18:34,1439602440,C7,772080,1440374520,8/23/2015 17:02,,,
,,,20153023053020-213,2,8/23/2015 17:49,1440377340,C7,67260,1440444600,8/24/2015 12:30
,,,20151724061714-521,1,8/24/2015 6:49,1440424140,C7,121200,1440545340,8/25/2015 16:29
20150921120902-568,2,8/21/2015 12:57,1440187020,C7,252420,1440439440,8/24/2015 11:04,,,
20150223060208-554,3,8/23/2015 6:16,1440335760,C7,103680,1440439440,8/24/2015 11:04,,,
20153023053020-213,2,8/23/2015 17:49,1440377340,C7,67260,1440444600,8/24/2015 12:30,,,
,,,20153024013035-807,3,8/24/2015 14:36,1440452160,C7,408120,1440860280,8/29/2015 7:58
20152023022026-39,1,8/23/2015 14:41,1440366060,C7,86580,1440452640,8/24/2015 14:44,,,
,,,20150024040008-576,3,8/24/2015 16:32,1440459120,C7,325560,1440784680,8/28/2015 10:58
,,,20154124044141-426,3,8/24/2015 17:19,1440461940,C7,161580,1440623520,8/26/2015 14:12
20150215060225-774,1,8/15/2015 6:41,1439646060,C7,818220,1440464280,8/24/2015 17:58,,,
20152120122138-42,1,8/20/2015 12:52,1440100320,C7,365280,1440465600,8/24/2015 18:20,,,
20153922113902-456,1,8/22/2015 12:12,1440270720,C7,203880,1440474600,8/24/2015 20:50,,,
